Property~Id~Id;Property~Имя~DisplayName;Property~Полное имя~FullName;Property~Классификация~ItemTypeDisplayName;Link~Прием значения из~MasterSCADA.ReadValue|False;Link~Передача значения в~MasterSCADA.ReadValue|True
2294632;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Местный режим;MasterSCADA.Attribute;;
2294633;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Дистанционный режим;MasterSCADA.Attribute;;
2294634;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_2.Background;
2294635;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_2.Center;
2294636;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_2.OriginalState.InProcessStart;
2294637;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_2.OriginalState.InProcessStop;
2294638;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_2.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.flocculation_chamber_big_2_3_2.Текстовый статус
2294639;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_2.key;
2294640;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_2.OriginalState.Auto;
2321282;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Порядковый номер;MasterSCADA.Attribute;;
2294641;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Время мониторинга;MasterSCADA.Attribute;;
2294645;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Блокировка.Вход;MasterSCADA.Attribute;;
2294649;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Блокировка.Выход;MasterSCADA.Attribute;;
2294656;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Включить защиту.Вход;MasterSCADA.Attribute;;
2294660;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Включить защиту.Выход;MasterSCADA.Attribute;;
2294667;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
2294671;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_2.Игнорирование аварии.Выход;MasterSCADA.Attribute;;
2294923;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Наименование;MasterSCADA.Attribute;;
2294924;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_3.StartManual
2294925;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_3.StopManual
2294926;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_3.ResetEngineFailure
2294927;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_3.SetAuto
2294928;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_3.SetManual
2294929;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Местный режим;MasterSCADA.Attribute;;
2294930;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Дистанционный режим;MasterSCADA.Attribute;;
2294931;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_3.Background;
2294932;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_3.Center;
2294933;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_3.OriginalState.InProcessStart;
2294934;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_3.OriginalState.InProcessStop;
2294935;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_3.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.flocculation_chamber_big_2_3_3.Текстовый статус
2294936;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_3.key;
2294937;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_3.OriginalState.Auto;
2321596;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Порядковый номер;MasterSCADA.Attribute;;
2294938;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Время мониторинга;MasterSCADA.Attribute;;
2294942;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Блокировка.Вход;MasterSCADA.Attribute;;
2294946;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Блокировка.Выход;MasterSCADA.Attribute;;
2294953;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Включить защиту.Вход;MasterSCADA.Attribute;;
2294957;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Включить защиту.Выход;MasterSCADA.Attribute;;
2294964;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
2294968;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_3.Игнорирование аварии.Выход;MasterSCADA.Attribute;;
2295220;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Наименование;MasterSCADA.Attribute;;
2295221;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_4.StartManual
2295222;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_4.StopManual
2295223;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_4.ResetEngineFailure
2295224;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_4.SetAuto
2295225;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_4.SetManual
2295226;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Местный режим;MasterSCADA.Attribute;;
2295227;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Дистанционный режим;MasterSCADA.Attribute;;
2295228;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_4.Background;
2295229;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_4.Center;
2295230;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_4.OriginalState.InProcessStart;
2295231;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_4.OriginalState.InProcessStop;
2295232;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_4.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.flocculation_chamber_big_2_3_4.Текстовый статус
2295233;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_4.key;
2295234;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_4.OriginalState.Auto;
2321910;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Порядковый номер;MasterSCADA.Attribute;;
2295235;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Время мониторинга;MasterSCADA.Attribute;;
2295239;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Блокировка.Вход;MasterSCADA.Attribute;;
2295243;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Блокировка.Выход;MasterSCADA.Attribute;;
2295250;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Включить защиту.Вход;MasterSCADA.Attribute;;
2295254;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Включить защиту.Выход;MasterSCADA.Attribute;;
2295261;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
2295265;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_4.Игнорирование аварии.Выход;MasterSCADA.Attribute;;
2295517;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Наименование;MasterSCADA.Attribute;;
2295518;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_5.StartManual
2295519;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_5.StopManual
2295520;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_5.ResetEngineFailure
2295521;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_5.SetAuto
2295522;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_5.SetManual
2295523;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Местный режим;MasterSCADA.Attribute;;
2295524;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Дистанционный режим;MasterSCADA.Attribute;;
2295525;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_5.Background;
2295526;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_5.Center;
2295527;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_5.OriginalState.InProcessStart;
2295528;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_5.OriginalState.InProcessStop;
2295529;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_5.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.flocculation_chamber_big_2_3_5.Текстовый статус
2295530;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_5.key;
2295531;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_5.OriginalState.Auto;
2322224;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Порядковый номер;MasterSCADA.Attribute;;
2295532;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Время мониторинга;MasterSCADA.Attribute;;
2295536;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Блокировка.Вход;MasterSCADA.Attribute;;
2295540;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Блокировка.Выход;MasterSCADA.Attribute;;
2295547;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Включить защиту.Вход;MasterSCADA.Attribute;;
2295551;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Включить защиту.Выход;MasterSCADA.Attribute;;
2295558;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
2295562;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_5.Игнорирование аварии.Выход;MasterSCADA.Attribute;;
2295814;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Наименование;MasterSCADA.Attribute;;
2295815;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_6.StartManual
2295816;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_6.StopManual
2295817;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_6.ResetEngineFailure
2295818;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_6.SetAuto
2295819;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_6.SetManual
2295820;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Местный режим;MasterSCADA.Attribute;;
2295821;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Дистанционный режим;MasterSCADA.Attribute;;
2295822;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_6.Background;
2295823;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_6.Center;
2295824;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_6.OriginalState.InProcessStart;
2295825;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_6.OriginalState.InProcessStop;
2295826;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_6.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.flocculation_chamber_big_2_3_6.Текстовый статус
2295827;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_6.key;
2295828;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_6.OriginalState.Auto;
2322538;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Порядковый номер;MasterSCADA.Attribute;;
2295829;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Время мониторинга;MasterSCADA.Attribute;;
2295833;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Блокировка.Вход;MasterSCADA.Attribute;;
2295837;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Блокировка.Выход;MasterSCADA.Attribute;;
2295844;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Включить защиту.Вход;MasterSCADA.Attribute;;
2295848;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Включить защиту.Выход;MasterSCADA.Attribute;;
2295855;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
2295859;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_6.Игнорирование аварии.Выход;MasterSCADA.Attribute;;
2296111;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_7.Наименование;MasterSCADA.Attribute;;
2296112;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_7.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_7.StartManual
2296113;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_7.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_7.StopManual
2296114;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_7.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_7.ResetEngineFailure
2296115;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_7.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_7.SetAuto
2296116;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_7.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Mixer_Pos_2_3_7.SetManual
2296117;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_7.Местный режим;MasterSCADA.Attribute;;
2296118;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_7.Дистанционный режим;MasterSCADA.Attribute;;
2296119;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_7.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_7.Background;
2296120;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_7.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_7.Center;
2296121;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_7.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_7.OriginalState.InProcessStart;
2296122;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_7.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_7.OriginalState.InProcessStop;
2296123;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Mixer_Pos_2_3_7.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Mixer_Pos_2_3_7.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.flocculation_chamber_big_2_3_7.Текстовый статус
